Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 136: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 137: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 137: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 137: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 138: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 138: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 138: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 139: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 139: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 139: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 140: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 140: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 140: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 141: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 141: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 141: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 142: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 142: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 142: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 143: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 143: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 143: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 144: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 144: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 144: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 145: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 145: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 145: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 146: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 146: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 146: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 147: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 147: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 147: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 148: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 148: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 148: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 149: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 149: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 149: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 150: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 150: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 150: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 151: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 151: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 151: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 152: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 152: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 152: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 153: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 153: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 153: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 154: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 154: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 154: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 155: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 155: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 155: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 156: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 156: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 156: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 157: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 157: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 157: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 158: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 158: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 158: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 159: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 159: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 159: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 160: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 160: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 160: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 161: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 161: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 161: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 162: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 162: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 162: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 163: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 163: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 163: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 164: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 164: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 164: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 165: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 165: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 165: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 166: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 166: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 166: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 167: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 167: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 167: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 168: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 168: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 168: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 169: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 169: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 169: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 170: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 170: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 170: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 171: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 171: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 171: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 172: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 172: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 172: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 173: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 173: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 173: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 174: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 174: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 174: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 175: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 175: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 175: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 176: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 176: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 176: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 177: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 177: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 177: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 178: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 178: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 178: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 179: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 179: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 179: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 180: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 180: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 180: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 181: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 181: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 181: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 182: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 182: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 182: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 183: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 183: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 183: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 184: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 184: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 184: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 185: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 185: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 185: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 186: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 186: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 186: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 187: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 187: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 187: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 188: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 188: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 188: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 189: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 189: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 189: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 190: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 190: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 190: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 191: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 191: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 191: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 192: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 192: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 192: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 193: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 193: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 193: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 194: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 194: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 194: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 195: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 195: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 195: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 196: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 196: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 196: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 197: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 197: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 197: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 198: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 198: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 198: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 199: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 199: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 199: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 200: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 200: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 200: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 200: ('bank', 'stands', 'beside', 'river') → REJECTED (A↔B)
Frame 201: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 201: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 201: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 202: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 202: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 202: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 203: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 203: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 203: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 204: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 204: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 204: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 205: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 205: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 205: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 206: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 206: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 206: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 207: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 207: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 207: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 208: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 208: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 208: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 209: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 209: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 209: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 210: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 210: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 210: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 211: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 211: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 211: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 212: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 212: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 212: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 213: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 213: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 213: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 214: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 214: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 214: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 215: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 215: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 215: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 216: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 216: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 216: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 217: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 217: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 217: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 218: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 218: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 218: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 219: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 219: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 219: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 220: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 220: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 220: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 221: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 221: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 221: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 222: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 222: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 222: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 223: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 223: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 223: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 224: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 224: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 224: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 225: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 225: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 225: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 226: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 226: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 226: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 227: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 227: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 227: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 228: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 228: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 228: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 229: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 229: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 229: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 230: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 230: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 230: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 231: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 231: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 231: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 232: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 232: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 232: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 233: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 233: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 233: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 234: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 234: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 234: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 235: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 235: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 235: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 236: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 236: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 236: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 237: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 237: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 237: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 238: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 238: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 238: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 239: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 239: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 239: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 240: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 240: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 240: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 241: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 241: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 241: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 242: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 242: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 242: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 243: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 243: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 243: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 244: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 244: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 244: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 245: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 245: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 245: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 246: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 246: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 246: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 247: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 247: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 247: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 248: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 248: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 248: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 249: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 249: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 249: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 250: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 250: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 250: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 251: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 251: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 251: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 252: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 252: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 252: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 253: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 253: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 253: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 254: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 254: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 254: ('fish', 'swims', 'river') → REJECTED (A↔B)
