Frame 0: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 136: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 137: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 137: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 137: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 138: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 138: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 138: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 139: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 139: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 139: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 140: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 140: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 140: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 141: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 141: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 141: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 142: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 142: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 142: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 143: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 143: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 143: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 144: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 144: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 144: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 145: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 145: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 145: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 146: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 146: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 146: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 147: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 147: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 147: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 148: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 148: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 148: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 149: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 149: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 149: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 150: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 150: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 150: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 151: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 151: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 151: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 152: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 152: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 152: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 153: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 153: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 153: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 154: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 154: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 154: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 155: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 155: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 155: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 156: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 156: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 156: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 157: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 157: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 157: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 158: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 158: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 158: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 159: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 159: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 159: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 160: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 160: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 160: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 161: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 161: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 161: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 162: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 162: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 162: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 163: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 163: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 163: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 164: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 164: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 164: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 165: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 165: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 165: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 166: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 166: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 166: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 167: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 167: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 167: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 168: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 168: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 168: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 169: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 169: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 169: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 170: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 170: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 170: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 171: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 171: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 171: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 172: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 172: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 172: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 173: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 173: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 173: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 174: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 174: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 174: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 175: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 175: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 175: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 176: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 176: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 176: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 177: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 177: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 177: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 178: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 178: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 178: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 179: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 179: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 179: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 180: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 180: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 180: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 181: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 181: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 181: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 182: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 182: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 182: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 183: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 183: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 183: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 184: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 184: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 184: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 185: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 185: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 185: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 186: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 186: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 186: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 187: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 187: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 187: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 188: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 188: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 188: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 189: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 189: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 189: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 190: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 190: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 190: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 191: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 191: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 191: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 192: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 192: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 192: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 193: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 193: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 193: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 194: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 194: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 194: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 195: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 195: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 195: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 196: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 196: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 196: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 197: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 197: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 197: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 198: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 198: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 198: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 199: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 199: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 199: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 200: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 200: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 200: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 200: ('light', 'shines', 'sun') → REJECTED (A↔B)
Frame 201: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 201: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 201: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 202: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 202: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 202: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 203: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 203: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 203: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 204: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 204: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 204: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 205: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 205: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 205: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 206: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 206: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 206: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 207: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 207: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 207: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 208: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 208: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 208: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 209: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 209: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 209: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 210: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 210: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 210: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 211: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 211: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 211: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 212: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 212: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 212: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 213: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 213: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 213: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 214: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 214: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 214: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 215: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 215: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 215: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 216: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 216: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 216: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 217: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 217: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 217: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 218: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 218: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 218: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 219: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 219: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 219: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 220: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 220: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 220: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 221: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 221: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 221: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 222: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 222: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 222: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 223: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 223: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 223: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 224: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 224: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 224: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 225: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 225: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 225: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 226: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 226: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 226: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 227: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 227: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 227: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 228: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 228: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 228: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 229: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 229: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 229: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 230: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 230: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 230: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 231: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 231: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 231: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 232: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 232: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 232: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 233: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 233: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 233: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 234: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 234: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 234: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 235: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 235: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 235: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 236: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 236: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 236: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 237: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 237: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 237: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 238: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 238: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 238: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 239: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 239: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 239: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 240: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 240: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 240: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 241: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 241: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 241: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 242: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 242: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 242: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 243: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 243: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 243: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 244: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 244: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 244: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 245: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 245: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 245: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 246: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 246: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 246: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 247: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 247: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 247: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 248: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 248: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 248: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 249: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 249: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 249: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 250: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 250: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 250: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 251: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 251: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 251: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 252: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 252: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 252: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 253: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 253: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 253: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 254: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 254: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 254: ('bird', 'flies', 'sky') → REJECTED (A↔B)
